nodeID,xcoord,ycoord,floor,building,nodeType,longName,shortName,teamAssigned
AEXIT00101,868,415,1,Faulkner,EXIT,Emergency Department Exit,Emergency Department Exit,A
AEXIT00301,2342,1136,1,Faulkner,EXIT,Stair Exit,Stair Exit,A
AHALL02401,1256,232,1,Faulkner,HALL,Hallway Intersection 1,,A
AHALL00101,1256,306,1,Faulkner,HALL,Hallway Intersection 2,Hallway Intersection 2,A
AHALL00201,1256,414,1,Faulkner,HALL,Hallway Intersection 3,,A
AHALL00301,1256,515,1,Faulkner,HALL,Hallway Intersection 4,Hallway Intersection 4,A
AHALL00401,1114,515,1,Faulkner,HALL,Hall,Hallway Intersection 5,A
AHALL00501,1114,588,1,Faulkner,HALL,Hallway Intersection 6,,A
AHALL00701,868,509,1,Faulkner,HALL,Hallway Intersection 8,Hallway Intersection 8,A
AHALL00801,1403,515,1,Faulkner,HALL,Hallway Intersection 9,Hallway Intersection 9,A
AHALL00901,1403,737,1,Faulkner,HALL,Hallway Intersection 10,Hallway Intersection 10,A
AHALL01001,1992,740,1,Faulkner,HALL,Hallway Intersection 11,Hallway Intersection 11,A
AHALL01101,1403,829,1,Faulkner,HALL,Hallway Intersection 12,Hallway Intersection 12,A
AHALL01201,1256,762,1,Faulkner,HALL,Hallway Intersection 13,Hallway Intersection 13,A
AHALL01301,1256,829,1,Faulkner,HALL,Hallway Intersection 14,Hallway Intersection 14,A
AHALL01401,1256,923,1,Faulkner,HALL,Hallway Intersection 15,Hallway Intersection 15,A
AHALL01501,1256,1053,1,Faulkner,HALL,Hallway Intersection 16,,A
AHALL01601,1256,1157,1,Faulkner,HALL,Hallway Intersection 17,,A
AHALL01701,1403,963,1,Faulkner,HALL,Hallway Intersection 18,Hallway Intersection 18,A
AHALL01801,1403,1115,1,Faulkner,HALL,Hallway Intersection 19,Hallway Intersection 19,A
AHALL01901,1752,1115,1,Faulkner,HALL,Hallway Intersection 20,Hallway Intersection 20,A
AHALL02001,2160,1115,1,Faulkner,HALL,Hallway Intersection 21,Hallway Intersection 21,A
AHALL02101,2244,1115,1,Faulkner,HALL,Hall,Hallway Intersection 22,A
AHALL02201,938,831,1,Faulkner,HALL,Hallway Intersection 23,Hallway Intersection 23,A
ALABS00601,1080,588,1,Faulkner,LABS,Blood Draw Lab,Blood Draw Lab,A
ALABS00101,1241,762,1,Faulkner,LABS,Special Testing,,A
ALABS00201,1272,865,1,Faulkner,LABS,PLUM Lab,,A
ALABS00301,1272,923,1,Faulkner,LABS,VASC Lab,,A
ALABS00401,2320,1233,1,Faulkner,LABS,Labs,Labs,A
AREST00101,1189,498,1,Faulkner,REST,Restroom Male Level 1,Restroom Male Level 1,A
AREST00201,1326,500,1,Faulkner,REST,Restroom Handicap Level 1,Restroom Handicap Level 1,A
ASERV00201,1381,963,1,Faulkner,SERV,Linens,Linens,A
ASTAI00501,1284,308,1,Faulkner,STAI,Staircase 1 Level 1,Staircase 1 Level 1,A
ASTAI00101,1290,415,1,Faulkner,STAI,Staircase 2 Level 1,Staircase 2 Level 1,A
ASTAI00201,1220,1053,1,Faulkner,STAI,Staircase 3 Level 1,Staircase,A
ASTAI00301,2342,1233,1,Faulkner,STAI,Staircase 4 Level 1,Staircase 4 Level 1,A
LDEPT00202,757,1122,2,Faulkner,DEPT,Biomedical Engineering,DEPT L2001,L
LDEPT00102,737,840,2,Faulkner,DEPT,Morgue,DEPT L2003,L
LDEPT00302,1450,1066,2,Faulkner,DEPT,Occupational Therapy,DEPT L2004,L
LDEPT00402,1166,288,2,Faulkner,DEPT,Otolaryngology,DEPT L2005,L
LDEPT00502,757,713,2,Faulkner,DEPT,Pharmacy,DEPT L2006,L
LDEPT00602,1450,861,2,Faulkner,DEPT,Physical Therapy,DEPT L2007,L
LDEPT00702,1363,474,2,Faulkner,DEPT,Plastic Surgery,DEPT L2008,L
LDEPT00802,1200,1234,2,Faulkner,DEPT,Psych/Addiction Care,DEPT L2009,L
LDEPT00902,1626,1205,2,Faulkner,DEPT,Psychiatric Inpatient Care,DEPT L2010,L
LELEV00X02,1208,414,2,Faulkner,ELEV,Elevator 1 Level 2,ELEV L2003,L
LELEV00Y02,1181,1157,2,Faulkner,ELEV,Elevator 2 Level 2,ELEV L2001,L
LELEV00Z02,1323,1157,2,Faulkner,ELEV,Elevator 3 Level 2,ELEV L2002,L
LHALL02202,747,658,2,Faulkner,HALL,Hallway Intersection 1 Level 2,HALL L2001,L
LHALL00102,747,713,2,Faulkner,HALL,Hallway Intersection 2 Level 2,HALL L2002,L
LHALL00202,747,840,2,Faulkner,HALL,Hallway Intersection 3 Level 2,HALL L2003,L
LHALL00302,747,937,2,Faulkner,HALL,Hallway Intersection 4 Level 2,HALL L2004,L
LHALL00402,747,981,2,Faulkner,HALL,Hallway Intersection 5 Level 2,HALL L2005,L
LHALL00502,747,1122,2,Faulkner,HALL,Hallway Intersection 6 Level 2,HALL L2006,L
LHALL00602,747,1205,2,Faulkner,HALL,Hallway Intersection 7 Level 2,HALL L2007,L
LHALL00702,1181,1204,2,Faulkner,HALL,Hallway Intersection 8 Level 2,HALL L2008,L
LHALL00802,1200,1205,2,Faulkner,HALL,Hallway Intersection 9 Level 2,HALL L2009,L
LHALL00902,1433,1205,2,Faulkner,HALL,Hallway Intersection 10 Level 2,HALL L2010,L
LHALL01002,1433,1124,2,Faulkner,HALL,Hallway Intersection 11 Level 2,HALL L2011,L
LHALL01102,1433,1066,2,Faulkner,HALL,Hallway Intersection 12 Level 2,HALL L2012,L
LHALL01202,1433,944,2,Faulkner,HALL,Hallway Intersection 13 Level 2,HALL L2013,L
LHALL01302,1433,861,2,Faulkner,HALL,Hallway Intersection 14 Level 2,HALL L2014,L
LHALL01402,1433,501,2,Faulkner,HALL,Hallway Intersection 15 Level 2,HALL L2015,L
LHALL01502,1349,501,2,Faulkner,HALL,Hallway Intersection 16 Level 2,HALL L2016,L
LHALL01602,1349,474,2,Faulkner,HALL,Hallway Intersection 17 Level 2,HALL L2017,L
LHALL01702,1349,288,2,Faulkner,HALL,Hallway Intersection 18 Level 2,HALL L2018,L
LHALL01802,1250,288,2,Faulkner,HALL,Hallway Intersection 19 Level 2,HALL L2019,L
LHALL01902,1250,414,2,Faulkner,HALL,Hallway Intersection 20 Level 2,HALL L2020,L
LHALL02002,1250,474,2,Faulkner,HALL,Hallway Intersection 21 Level 2,HALL L2021,L
LREST00202,1450,1124,2,Faulkner,REST,Restroom 1 Level 2,REST L2001,L
LRETL00202,1349,507,2,Faulkner,RETL,Food Service,FOOD L2001,L
LSERV00102,757,937,2,Faulkner,SERV,Central Sterile Supply,STAFF L2001,L
LSERV00202,737,981,2,Faulkner,SERV,Facilities 2,STAFF L2002,L
LSERV00302,1423,944,2,Faulkner,SERV,Central Sterile Supply 2,STAFF L2002,L
LSERV00402,747,646,2,Faulkner,SERV,Material Management,STAFF L2003,L
LSERV00502,667,1205,2,Faulkner,SERV,Mechanical Space,STAFF L2004,L
LSERV00602,737,713,2,Faulkner,SERV,Facilities 5,STAFF L2005,L
LSTAI00202,1290,415,2,Faulkner,STAI,Staircase 1 Level 2,STAIR L2001,L
MDEPT00103,1378,439,3,Faulkner,DEPT,Medical Staff Lounge,Staff Lounge,M
MDEPT00203,1378,317,3,Faulkner,DEPT,Division of GYN,GYN,M
MDEPT00403,1370,277,3,Faulkner,DEPT,OB/GYN Association,OB/GYN,M
MDEPT00503,1315,254,3,Faulkner,DEPT,Gynocology/Oncology,,M
MDEPT00603,1198,254,3,Faulkner,DEPT,Roslindale Pediatric Association,Pediatrics,M
MELEV00X03,1208,414,3,Faulkner,ELEV,Elevator 1 Level 3,Elevator,M
MELEV00Y03,1181,1157,3,Faulkner,ELEV,Elevator 2 Level 3,Elevator,M
MELEV00Z03,1323,1157,3,Faulkner,ELEV,Elevator 3 Level 3,Elevator,M
MHALL00103,1254,1249,3,Faulkner,HALL,Hall,Hall,M
MHALL00203,1254,1053,3,Faulkner,HALL,Hall,Hall,M
MHALL00403,1208,649,3,Faulkner,HALL,Hall,Hall,M
MHALL00503,1208,463,3,Faulkner,HALL,Hall,Hall,M
MHALL00603,1150,463,3,Faulkner,HALL,Hall,Hall,M
MHALL00703,1256,463,3,Faulkner,HALL,Hall,Hall,M
MHALL00803,1363,463,3,Faulkner,HALL,Hall,Hall,M
MHALL00903,1256,414,3,Faulkner,HALL,Hall,Hall,M
MHALL01103,1148,293,3,Faulkner,HALL,Hall,Hall,M
MHALL01703,1105,689,3,Faulkner,HALL,Hall,hall,M
MREST00103,1297,285,3,Faulkner,REST,Restroom,Restroom,M
MREST00203,1220,285,3,Faulkner,REST,Restroom,Restroom,M
MRETL00103,1229,920,3,Faulkner,RETL,Gift Shop,Gift Shop,M
MRETL00203,1276,649,3,Faulkner,RETL,Cafeteria Hall enterance,Cafeteria,M
MRETL00403,1208,574,3,Faulkner,RETL,Cafeteria Hall enterance,Cafeteria,M
MRETL00503,1440,890,3,Faulkner,RETL,Cafeteria Exterior Entrance,Cafeteria,M
MSERV00203,1254,1380,3,Faulkner,SERV,Shuttle Pickup,Shuttle,M
MSERV00403,1130,1340,3,Faulkner,SERV,Chapel,Chapel,M
MSERV00503,1380,1340,3,Faulkner,SERV,Volunteer Room,Volunteer,M
MSERV00603,1125,1250,3,Faulkner,SERV,Mechanical Space,MechSpace,M
MSERV00703,1333,1249,3,Faulkner,SERV,Mechanical Space,MechSpace,M
MSERV00803,1185,490,3,Faulkner,SERV,Family Patient Resources,Resources,M
MSERV01003,1075,745,3,Faulkner,SERV,Huvos Auditorium Top,Auditorium,M
MSTAI00103,1221,1053,3,Faulkner,STAI,Stairs,Stairs,M
MSTAI00203,1290,415,3,Faulkner,STAI,Stairs,Stairs,M
NCONF00304,1078,1230,4,Faulkner,CONF,Sadowsky Conference Room,CONF N0204,N
NCONF00104,538,1240,4,Faulkner,CONF,Tynan Conference Room,CONF N0104,N
NDEPT02204,381,1200,4,Faulkner,DEPT,Urology,DEPT N0104,N
NDEPT00104,911,1200,4,Faulkner,DEPT,Department Office,DEPT N0204,N
NDEPT00204,1235,986,4,Faulkner,DEPT,MOHS Clinic,DEPT N0304,N
NDEPT00304,1232,612,4,Faulkner,DEPT,BD Cardiology,DEPT N0404,N
NDEPT00404,1132,433,4,Faulkner,DEPT,Cardiology,DEPT N0504,N
NDEPT00504,1136,302,4,Faulkner,DEPT,HVMA Internal Medicine,DEPT N0604,N
NDEPT00604,1321,280,4,Faulkner,DEPT,Gastroentology Associates,DEPT N0704,N
NDEPT00704,1372,341,4,Faulkner,DEPT,HVMA Neurology,DEPT N0804,N
NDEPT00804,1371,446,4,Faulkner,DEPT,Rheumatology Center,DEPT N0904,N
NDEPT00904,1266,639,4,Faulkner,DEPT,Neurology,DEPT N1004,N
NDEPT01004,1274,848,4,Faulkner,DEPT,Pulmonary Services,DEPT N1104,N
NDEPT01104,1268,1053,4,Faulkner,DEPT,Lung Research,DEPT N1204,N
NDEPT01204,1465,1200,4,Faulkner,DEPT,PATSAFE,DEPT N1304,N
NDEPT01304,1580,1230,4,Faulkner,DEPT,Primary Care Physician,DEPT N1404,N
NDEPT01404,1580,1200,4,Faulkner,DEPT,Surgery Department,DEPT N1504,N
NDEPT01504,1698,1200,4,Faulkner,DEPT,QUALIMP,DEPT N1604,N
NDEPT01604,1782,1200,4,Faulkner,DEPT,SURGSPEC,DEPT N1704,N
NDEPT01704,2110,1200,4,Faulkner,DEPT,Foot and Ankle Center,DEPT N1804,N
NDEPT01804,2110,1230,4,Faulkner,DEPT,BWH Plastics,DEPT N1904,N
NDEPT01904,2192,1200,4,Faulkner,DEPT,Spine FAC,DEPT N2004,N
NDEPT02004,2286,1200,4,Faulkner,DEPT,IS,DEPTN2104,N
NELEV00X04,1208,414,4,Faulkner,ELEV,Elevator 1 Level 4,ELEV N0304,N
NELEV00Y04,1181,1157,4,Faulkner,ELEV,Elevator 2 Level 4,ELEV N0104,N
NELEV00Z01,1323,1157,1,Faulkner,ELEV,Elevator 3 Level 1,Elevator Z Floor 1,N
NELEV00Z04,1323,1157,4,Faulkner,ELEV,Elevator 3 Level 4,ELEV N0204,N
NHALL03504,256,1219,4,Faulkner,HALL,Hall 1,HALL N0104,N
NHALL00104,538,1219,4,Faulkner,HALL,Hall 2,HALL N0204,N
NHALL00204,722,1219,4,Faulkner,HALL,Hall 3,HALL N0304,N
NHALL00304,911,1219,4,Faulkner,HALL,Hall 4,HALL N0404,N
NHALL00404,985,1219,4,Faulkner,HALL,Hall 5,HALL N0504,N
NHALL00504,1078,1219,4,Faulkner,HALL,Hall 6,HALL N0604,N
NHALL00604,1250,1219,4,Faulkner,HALL,Hall 7,HALL N0704,N
NHALL00704,1250,1157,4,Faulkner,HALL,Hall 8,HALL N0804,N
NHALL00804,1250,1053,4,Faulkner,HALL,Hall 9,HALL N0904,N
NHALL00904,1250,966,4,Faulkner,HALL,Hall 10,HALL N1004,N
NHALL01004,1250,913,4,Faulkner,HALL,Hall 11,HALL N1104,N
NHALL01104,1250,847,4,Faulkner,HALL,Hall 12,HALL N1204,N
NHALL01204,1250,612,4,Faulkner,HALL,Hall 13,HALL N1304,N
NHALL01304,1250,530,4,Faulkner,HALL,Hall 14,HALL N1404,N
NHALL01404,1250,480,4,Faulkner,HALL,Hall 15,HALL N1504,N
NHALL01504,1144,479,4,Faulkner,HALL,Hall 16,HALL N1604,N
NHALL01604,1144,308,4,Faulkner,HALL,Hall 17,HALL N1704,N
NHALL01704,1188,288,4,Faulkner,HALL,Hall 18,HALL N1804,N
NHALL01804,1250,280,4,Faulkner,HALL,Hall 19,HALL N1904,N
NHALL01904,1250,415,4,Faulkner,HALL,Hall 20,HALL N2004,N
NHALL02004,1316,288,4,Faulkner,HALL,Hall 21,HALL N2104,N
NHALL02104,1357,308,4,Faulkner,HALL,Hall 22,HALL N2204,N
NHALL02204,1357,480,4,Faulkner,HALL,Hall 23,HALL N2304,N
NHALL02304,1465,1219,4,Faulkner,HALL,Hall 24,HALL N2404,N
NHALL02404,1580,1219,4,Faulkner,HALL,Hall 25,HALL N2504,N
NHALL02504,1698,1219,4,Faulkner,HALL,Hall 26,HALL N2604,N
NHALL02604,1782,1219,4,Faulkner,HALL,Hall 27,HALL N2704,N
NHALL02704,1864,1219,4,Faulkner,HALL,Hall 28,HALL N2804,N
NHALL02804,1913,1219,4,Faulkner,HALL,Hall 29,HALL N2904,N
NHALL02904,1954,1219,4,Faulkner,HALL,Hall 30,HALL N3004,N
NHALL03004,2022,1219,4,Faulkner,HALL,Hall 31,HALL N3104,N
NHALL03104,2110,1219,4,Faulkner,HALL,Hall 32,HALL N3204,N
NHALL03204,2192,1219,4,Faulkner,HALL,Hall 33,HALL N3304,N
NHALL03304,2286,1219,4,Faulkner,HALL,Hall 34,HALL N3404,N
NLABS00304,256,1230,4,Faulkner,LABS,Medical Records,LABS N0104,N
NLABS00104,985,1230,4,Faulkner,LABS,Medical Library,LABS N0204,N
NREST00404,911,1240,4,Faulkner,REST,Restroom ,REST N0104,N
NREST00104,1233,342,4,Faulkner,REST,Restroom ,REST N0204,N
NREST00204,1270,342,4,Faulkner,REST,Restroom ,REST N0304,N
NREST00205,1232,342,5,Faulkner,REST,Restroom,RESTN0305,N
NREST00303,1108,665,3,Faulkner,REST,Restroom,RESTN0403,N
NREST00305,1270,342,5,Faulkner,REST,Restroom,RESTN0405,N
NRETL00201,1059,232,1,Faulkner,RETL,Starbucks,RETLN0101,N
NSERV01404,1078,1200,4,Faulkner,SERV,Social Work,SERV N0104,N
IHALL03404,382,1219,4,Faulkner,HALL,Hall 35,Hall 35,I
NSERV00301,1256,269,1,Faulkner,SERV,1st Floor Kiosk,SERVN0201,N
NSERV01504,1250,1230,4,Faulkner,SERV,Administration,SERV N0204,N
NSERV00204,1270,529,4,Faulkner,SERV,Suites,SERV N0304,N
NSERV00304,1268,913,4,Faulkner,SERV,Nurse's Suite,SERV N0404,N
NSERV00404,1270,967,4,Faulkner,SERV,House Keeping,SERV N0504,N
NSERV00103,1254,1224,3,Faulkner,SERV,3rd Floor Kiosk,SERVN0603,N
NSERV00504,1864,1200,4,Faulkner,SERV,HR,SERV N0604,N
NSERV00604,1864,1230,4,Faulkner,SERV,Compliance,SERV N0704,N
NSERV00704,1913,1200,4,Faulkner,SERV,Finance 1,SERV N0804,N
NSERV00804,1913,1230,4,Faulkner,SERV,Finance 2,SERV N0904,N
NSERV00904,2022,1200,4,Faulkner,SERV,Lockers,SERV N1004,N
NSERV01004,2022,1230,4,Faulkner,SERV,Patient Relations,SERV N1104,N
NSERV01104,1954,1230,4,Faulkner,SERV,VP Clinicial Service,SERV N1204,N
NSERV01204,2192,1230,4,Faulkner,SERV,Finance Office,SERV N1304,N
NSERV01304,980,1130,4,Faulkner,SERV,Admin,SERV N1404,N
NSTAI00704,174,1219,4,Faulkner,STAI,Stair 1,STAI N0104,N
NSTAI00104,722,1240,4,Faulkner,STAI,Stair 2,STAI N0204,N
NSTAI00204,1221,1053,4,Faulkner,STAI,STAI N0304,Stair 3,N
NSTAI00304,1290,415,4,Faulkner,STAI,Stair 4,STAI N0404,N
NSTAI00404,1782,1240,4,Faulkner,STAI,Stair 5,STAI N0504,N
NSTAI00504,2342,1233,4,Faulkner,STAI,Stair 6,STAI N0604,N
PCONF00605,1128,437,5,Faulkner,CONF,Suite 51,CONF001,P
PCONF00105,1369,451,5,Faulkner,CONF,Suite 58,CONF002,P
PCONF00205,1233,553,5,Faulkner,CONF,Suite 5940,CONF003,P
PCONF00305,1235,518,5,Faulkner,CONF,Suite 5945,CONF004,P
PCONF00405,1257,1230,5,Faulkner,CONF,Vacant,CONF005,P
PDEPT02105,1191,274,5,Faulkner,DEPT,ENT/Eye/Physical/Dermatologist,DEPT001,P
PDEPT00105,1250,266,5,Faulkner,DEPT,Orthopedic Association,DEPT002,P
PDEPT00205,1370,348,5,Faulkner,DEPT,BWH Surgical Specialties,DEPT003,P
PDEPT00305,1264,519,5,Faulkner,DEPT,Endocrinology/Diabetes/Hem-Onc,DEPT004,P
PDEPT00405,1264,553,5,Faulkner,DEPT,Ambulatory Clinic,DEPT005,P
PDEPT00505,1264,691,5,Faulkner,DEPT,Ambulatory Care 1,DEPT006,P
PDEPT00605,1264,750,5,Faulkner,DEPT,Ambulatory Care 2,DEPT007,P
PDEPT00705,1264,788,5,Faulkner,DEPT,Ambulatory Care 3,DEPT008,P
PDEPT00805,1264,847,5,Faulkner,DEPT,Ambulatory Care 4,DEPT009,P
PDEPT00905,1235,611,5,Faulkner,DEPT,Internal Medicine/Headache,DEPT010,P
PDEPT01005,1235,750,5,Faulkner,DEPT,BWH Primary Care Physicians,DEPT011,P
PDEPT01105,1181,1109,5,Faulkner,DEPT,Nursing Staff Development,DEPT012,P
PDEPT01205,1266,1053,5,Faulkner,DEPT,X-Ray Waiting,DEPT013,P
IHALL00601,988,515,1,Faulkner,HALL,Hall ,Hall Intersection 2 Floor 1,I
IDEPT00101,947,482,1,Faulkner,DEPT,Admitting,Admitting,I
IHALL02301,947,509,1,Faulkner,HALL,Hall,Hall,I
IREST00301,1114,500,1,Faulkner,REST,Restroom Female Level 1,Restroom Female Level 1,I
IHALL02501,1189,516,1,Faulkner,HALL,Hallway Intersection 9,Hall,I
IHALL02601,1256,554,1,Faulkner,HALL,Hall,Hallway Intersection,I
IHALL02701,1326,516,1,Faulkner,HALL,Hallway Intersection,Hall,I
IHALL02801,1256,865,1,Faulkner,HALL,Hall,Hall,I
IHALL02901,1256,1097,1,Faulkner,HALL,Hall,Hall,I
IHALL00303,1375,649,3,Faulkner,HALL,Hall,Hall,I
IHALL01203,1440,848,3,Faulkner,HALL,Hall,Hall,I
IHALL01303,1375,847,3,Faulkner,HALL,Hall,Hall,I
IHALL01003,1254,1340,3,Faulkner,HALL,Hall,Hall,I
IHALL01403,1254,689,3,Faulkner,HALL,Hall,Hall,I
IHALL01503,1363,439,3,Faulkner,HALL,Hall,Hall,I
IHALL01603,1363,317,3,Faulkner,HALL,Hall,Hall,I
IHALL01803,1363,284,3,Faulkner,HALL,Hall,Hall,I
IHALL01903,1312,263,3,Faulkner,HALL,Hall,Hall,I
IHALL02003,1202,263,3,Faulkner,HALL,Hall,Hall,I
IHALL02103,1256,256,3,Faulkner,HALL,Hall,Hall,I
IHALL02203,1254,1157,3,Faulkner,HALL,Hall,Hall,I
IHALL02303,1254,920,3,Faulkner,HALL,Hall,Hall,I
IHALL02403,1208,490,3,Faulkner,HALL,Hall,Hall,I
IHALL02503,1256,284,3,Faulkner,HALL,Hall,Hall,I
IHALL03604,1250,986,4,Faulkner,HALL,Hall,Hall,I
IHALL03704,1144,433,4,Faulkner,HALL,Hall,Hall,I
IHALL03804,1357,341,4,Faulkner,HALL,Hall,Hall,I
IHALL03904,1357,445,4,Faulkner,HALL,Hall,Hall,I
IHALL04004,1250,342,4,Faulkner,HALL,Hall,Hall,I
IHALL04104,1250,638,4,Faulkner,HALL,Hall,Hall,I
IHALL02805,1250,342,5,Faulkner,HALL,Hall,Hall,I
IHALL02102,1433,1157,2,Faulkner,HALL,Hall,Hall,I
IHALL03001,1114,564,1,Faulkner,HALL,Hall,Hall,I
