edgeID,startNode,endNode
NHALL02504_NDEPT01504,NHALL02504,NDEPT01504
NHALL02504_NHALL02404,NHALL02504,NHALL02404
NHALL02604_NDEPT01604,NHALL02604,NDEPT01604
NHALL02604_NHALL02504,NHALL02604,NHALL02504
NHALL02604_NSTAI00404,NHALL02604,NSTAI00404
NHALL02704_NHALL02604,NHALL02704,NHALL02604
NHALL02704_NSERV00504,NHALL02704,NSERV00504
NHALL02704_NSERV00604,NHALL02704,NSERV00604
NHALL02804_NHALL02704,NHALL02804,NHALL02704
NHALL02804_NSERV00704,NHALL02804,NSERV00704
NHALL02804_NSERV00804,NHALL02804,NSERV00804
NHALL02904_NHALL02804,NHALL02904,NHALL02804
NHALL02904_NSERV01104,NHALL02904,NSERV01104
NHALL03004_NHALL02904,NHALL03004,NHALL02904
NHALL03004_NSERV00904,NHALL03004,NSERV00904
NHALL03004_NSERV01004,NHALL03004,NSERV01004
NHALL03104_NDEPT01704,NHALL03104,NDEPT01704
NHALL03104_NDEPT01804,NHALL03104,NDEPT01804
NHALL03104_NHALL03004,NHALL03104,NHALL03004
NHALL03204_NDEPT01904,NHALL03204,NDEPT01904
NHALL03204_NHALL03104,NHALL03204,NHALL03104
NHALL03204_NSERV01204,NHALL03204,NSERV01204
NHALL03304_NDEPT02004,NHALL03304,NDEPT02004
NHALL03304_NHALL03204,NHALL03304,NHALL03204
NHALL03304_NSTAI00504,NHALL03304,NSTAI00504
NLABS00304_NHALL03504,NLABS00304,NHALL03504
NLABS00104_NHALL00404,NLABS00104,NHALL00404
NREST00404_NHALL00304,NREST00404,NHALL00304
NREST00104_NHALL01804,NREST00104,NHALL01804
NREST00104_NHALL01904,NREST00104,NHALL01904
NREST00204_NHALL01804,NREST00204,NHALL01804
NREST00204_NHALL01904,NREST00204,NHALL01904
NREST00205_PHALL00405,NREST00205,PHALL00405
NREST00303_MHALL01703,NREST00303,MHALL01703
NREST00305_PHALL00405,NREST00305,PHALL00405
NRETL00201_AHALL02401,NRETL00201,AHALL02401
NSERV01404_NHALL00504,NSERV01404,NHALL00504
NHALL01404_NHALL02204,NHALL01404,NHALL02204
MHALL00103_NSERV00103,MHALL00103,NSERV00103
MHALL00103_MELEV00Y03,MHALL00103,MELEV00Y03
MHALL00103_MELEV00Z03,MHALL00103,MELEV00Z03
MHALL00203_MHALL00103,MHALL00203,MHALL00103
MHALL00203_MELEV00Y03,MHALL00203,MELEV00Y03
MHALL00203_MELEV00Z03,MHALL00203,MELEV00Z03
MHALL00603_MHALL00503,MHALL00603,MHALL00503
MHALL00703_MHALL00503,MHALL00703,MHALL00503
MHALL00803_MHALL00703,MHALL00803,MHALL00703
MHALL00803_MDEPT00103,MHALL00803,MDEPT00103
MHALL00903_MHALL00703,MHALL00903,MHALL00703
MHALL00903_MDEPT00603,MHALL00903,MDEPT00603
MHALL00903_MELEV00X03,MHALL00903,MELEV00X03
MHALL01103_MHALL00603,MHALL01103,MHALL00603
MHALL01103_MHALL01003,MHALL01103,MHALL01003
MHALL01303_MHALL01203,MHALL01303,MHALL01203
MHALL01403_MHALL01303,MHALL01403,MHALL01303
MHALL01503_MHALL01403,MHALL01503,MHALL01403
MHALL01603_MHALL00403,MHALL01603,MHALL00403
MHALL01703_MHALL01603,MHALL01703,MHALL01603
MHALL01903_MHALL01803,MHALL01903,MHALL01803
MHALL02003_MHALL01903,MHALL02003,MHALL01903
AELEV00X01_LELEV00X02,AELEV00X01,LELEV00X02
NELEV00X04_PELEV00X05,NELEV00X04,PELEV00X05
AELEV00Y01_LELEV00Y02,AELEV00Y01,LELEV00Y02
NELEV00Y04_PELEV00Y05,NELEV00Y04,PELEV00Y05
NELEV00Z01_LELEV00Z02,NELEV00Z01,LELEV00Z02
NELEV00Z04_PELEV00Z05,NELEV00Z04,PELEV00Z05
PHALL00105_PCONF00605,PHALL00105,PCONF00605
PHALL00105_PHALL03305,PHALL00105,PHALL03305
PHALL00205_PHALL00105,PHALL00205,PHALL00105
PHALL00305_PDEPT02105,PHALL00305,PDEPT02105
PHALL00305_PHALL00205,PHALL00305,PHALL00205
PHALL00405_PDEPT00105,PHALL00405,PDEPT00105
PHALL00405_PHALL00305,PHALL00405,PHALL00305
PHALL00505_PHALL00405,PHALL00505,PHALL00405
PHALL00605_PHALL00505,PHALL00605,PHALL00505
PHALL00705_PDEPT00205,PHALL00705,PDEPT00205
PHALL00705_PHALL00605,PHALL00705,PHALL00605
PHALL00805_PCONF00105,PHALL00805,PCONF00105
PHALL00805_PHALL00705,PHALL00805,PHALL00705
PHALL00905_PHALL00805,PHALL00905,PHALL00805
PHALL01005_PELEV00X05,PHALL01005,PELEV00X05
PHALL01105_PHALL03305,PHALL01105,PHALL03305
PHALL01105_PHALL00905,PHALL01105,PHALL00905
PHALL01105_PHALL01005,PHALL01105,PHALL01005
PHALL01205_PCONF00305,PHALL01205,PCONF00305
PHALL01205_PDEPT00305,PHALL01205,PDEPT00305
PHALL01205_PHALL01105,PHALL01205,PHALL01105
PHALL01305_PCONF00205,PHALL01305,PCONF00205
PHALL01305_PDEPT00405,PHALL01305,PDEPT00405
PHALL01305_PHALL01205,PHALL01305,PHALL01205
PHALL01405_PDEPT00905,PHALL01405,PDEPT00905
PHALL01405_PHALL01305,PHALL01405,PHALL01305
PHALL01505_PDEPT00505,PHALL01505,PDEPT00505
PHALL01505_PHALL01405,PHALL01505,PHALL01405
PHALL01605_PDEPT00605,PHALL01605,PDEPT00605
PHALL01605_PDEPT01005,PHALL01605,PDEPT01005
PHALL01605_PHALL01505,PHALL01605,PHALL01505
PHALL01705_PDEPT00705,PHALL01705,PDEPT00705
PHALL01705_PHALL01605,PHALL01705,PHALL01605
PHALL01805_PDEPT00805,PHALL01805,PDEPT00805
PHALL01805_PHALL01705,PHALL01805,PHALL01705
PHALL01905_PHALL01805,PHALL01905,PHALL01805
PHALL02005_PDEPT01205,PHALL02005,PDEPT01205
PHALL02005_PHALL01905,PHALL02005,PHALL01905
PHALL02105_PDEPT01105,PHALL02105,PDEPT01105
PHALL02105_PHALL02005,PHALL02105,PHALL02005
PHALL02205_PELEV00Z05,PHALL02205,PELEV00Z05
PHALL02205_PHALL02105,PHALL02205,PHALL02105
PHALL02305_PCONF00405,PHALL02305,PCONF00405
PHALL02305_PDEPT01305,PHALL02305,PDEPT01305
PHALL02305_PHALL02205,PHALL02305,PHALL02205
PHALL02405_PDEPT01405,PHALL02405,PDEPT01405
PHALL02505_PHALL02305,PHALL02505,PHALL02305
PHALL02605_PELEV00Y05,PHALL02605,PELEV00Y05
PHALL02605_PHALL02505,PHALL02605,PHALL02505
PHALL02705_PDEPT01505,PHALL02705,PDEPT01505
PHALL02705_PDEPT01605,PHALL02705,PDEPT01605
PHALL02705_PHALL02605,PHALL02705,PHALL02605
PHALL02805_PHALL02705,PHALL02805,PHALL02705
PHALL02905_PDEPT01705,PHALL02905,PDEPT01705
PHALL02905_PHALL02805,PHALL02905,PHALL02805
PHALL03005_PDEPT01805,PHALL03005,PDEPT01805
PHALL03005_PHALL02905,PHALL03005,PHALL02905
PHALL03105_PDEPT01905,PHALL03105,PDEPT01905
PLABS00205_PHALL01905,PLABS00205,PHALL01905
PREST00505_PHALL02505,PREST00505,PHALL02505
PREST00105_PHALL00405,PREST00105,PHALL00405
PREST00105_PHALL01005,PREST00105,PHALL01005
PSTAI00605_NSTAI00704,PSTAI00605,NSTAI00704
PSTAI00605_PHALL03105,PSTAI00605,PHALL03105
PSTAI00105_NSTAI00104,PSTAI00105,NSTAI00104
PSTAI00105_PHALL03005,PSTAI00105,PHALL03005
PSTAI00205_NSTAI00504,PSTAI00205,NSTAI00504
PSTAI00205_PHALL02405,PSTAI00205,PHALL02405
PSTAI00305_NSTAI00204,PSTAI00305,NSTAI00204
PSTAI00305_PHALL02005,PSTAI00305,PHALL02005
PSTAI00405_NSTAI00304,PSTAI00405,NSTAI00304
PSTAI00405_PHALL01005,PSTAI00405,PHALL01005
AHALL02401_NSERV00301,AHALL02401,NSERV00301
AHALL02401_AEXIT00501,AHALL02401,AEXIT00501
AHALL00101_NSERV00301,AHALL00101,NSERV00301
AHALL00101_AHALL02401,AHALL00101,AHALL02401
AHALL00201_AELEV00X01,AHALL00201,AELEV00X01
AHALL00201_AHALL00101,AHALL00201,AHALL00101
AHALL00301_ADEPT00601,AHALL00301,ADEPT00601
AHALL00301_AHALL00201,AHALL00301,AHALL00201
AHALL00401_AHALL00301,AHALL00401,AHALL00301
AHALL00501_ADEPT00501,AHALL00501,ADEPT00501
AHALL00501_AHALL00401,AHALL00501,AHALL00401
AHALL00601_ADEPT00101,AHALL00601,ADEPT00101
AHALL00601_ADEPT00301,AHALL00601,ADEPT00301
AHALL00601_AHALL00401,AHALL00601,AHALL00401
AHALL00701_AEXIT00101,AHALL00701,AEXIT00101
AHALL00701_AHALL00601,AHALL00701,AHALL00601
AHALL00801_ADEPT00201,AHALL00801,ADEPT00201
AHALL00801_ADEPT00801,AHALL00801,ADEPT00801
AHALL00801_AHALL00301,AHALL00801,AHALL00301
AHALL00901_AHALL00801,AHALL00901,AHALL00801
AHALL01001_ADEPT00901,AHALL01001,ADEPT00901
AHALL01001_AHALL00901,AHALL01001,AHALL00901
AHALL01101_AHALL00901,AHALL01101,AHALL00901
AHALL01201_AHALL00301,AHALL01201,AHALL00301
AHALL01301_AHALL01101,AHALL01301,AHALL01101
AHALL01301_AHALL01201,AHALL01301,AHALL01201
AHALL01401_AHALL01301,AHALL01401,AHALL01301
AHALL01501_AHALL01401,AHALL01501,AHALL01401
AHALL01601_AELEV00Y01,AHALL01601,AELEV00Y01
AHALL01601_ADEPT00701,AHALL01601,ADEPT00701
AHALL01601_AEXIT00201,AHALL01601,AEXIT00201
AHALL01601_AHALL01501,AHALL01601,AHALL01501
AHALL01701_AHALL01101,AHALL01701,AHALL01101
AHALL01801_AHALL01701,AHALL01801,AHALL01701
AHALL01901_ADEPT01001,AHALL01901,ADEPT01001
AHALL01901_AHALL01801,AHALL01901,AHALL01801
AHALL02001_ADEPT01201,AHALL02001,ADEPT01201
AHALL02001_AHALL01901,AHALL02001,AHALL01901
AHALL02101_ADEPT01101,AHALL02101,ADEPT01101
AHALL02101_AHALL02001,AHALL02101,AHALL02001
AHALL02201_ADEPT01401,AHALL02201,ADEPT01401
AHALL02201_ADEPT00401,AHALL02201,ADEPT00401
AHALL02201_AHALL01301,AHALL02201,AHALL01301
ALABS00601_AHALL00501,ALABS00601,AHALL00501
ALABS00101_AHALL01201,ALABS00101,AHALL01201
ALABS00201_AHALL01301,ALABS00201,AHALL01301
ALABS00301_AHALL01401,ALABS00301,AHALL01401
AREST00401_AHALL00401,AREST00401,AHALL00401
AREST00101_AHALL00301,AREST00101,AHALL00301
AREST00201_AHALL00301,AREST00201,AHALL00301
ASERV00201_AHALL01701,ASERV00201,AHALL01701
ASTAI00501_AHALL00101,ASTAI00501,AHALL00101
ASTAI00101_AHALL00201,ASTAI00101,AHALL00201
ASTAI00201_AHALL01501,ASTAI00201,AHALL01501
ASTAI00301_NSTAI00504,ASTAI00301,NSTAI00504
ASTAI00301_AEXIT00301,ASTAI00301,AEXIT00301
ASTAI00301_ALABS00401,ASTAI00301,ALABS00401
LHALL01602_LDEPT00702,LHALL01602,LDEPT00702
LHALL01602_LHALL01502,LHALL01602,LHALL01502
LHALL01702_LHALL01602,LHALL01702,LHALL01602
LHALL01802_LDEPT00402,LHALL01802,LDEPT00402
LHALL01802_LHALL01702,LHALL01802,LHALL01702
LHALL01902_LELEV00X02,LHALL01902,LELEV00X02
LHALL01902_LHALL01802,LHALL01902,LHALL01802
LHALL02002_LHALL01602,LHALL02002,LHALL01602
LHALL02002_LHALL01902,LHALL02002,LHALL01902
LREST00202_LHALL01002,LREST00202,LHALL01002
LRETL00202_LHALL01502,LRETL00202,LHALL01502
LSERV00102_LHALL00302,LSERV00102,LHALL00302
LSERV00202_LHALL00402,LSERV00202,LHALL00402
LSERV00302_LHALL01202,LSERV00302,LHALL01202
LSERV00402_LHALL02202,LSERV00402,LHALL02202
LSERV00502_LHALL00602,LSERV00502,LHALL00602
LSERV00602_LHALL00102,LSERV00602,LHALL00102
LSTAI00202_ASTAI00101,LSTAI00202,ASTAI00101
LSTAI00202_LHALL01902,LSTAI00202,LHALL01902
MDEPT00203_MDEPT00103,MDEPT00203,MDEPT00103
MDEPT00403_MDEPT00203,MDEPT00403,MDEPT00203
MDEPT00503_MDEPT00403,MDEPT00503,MDEPT00403
MELEV00X03_LELEV00X02,MELEV00X03,LELEV00X02
MELEV00X03_NELEV00X04,MELEV00X03,NELEV00X04
MELEV00Y03_LELEV00Y02,MELEV00Y03,LELEV00Y02
MELEV00Y03_NELEV00Y04,MELEV00Y03,NELEV00Y04
MELEV00Z03_LELEV00Z02,MELEV00Z03,LELEV00Z02
MELEV00Z03_NELEV00Z04,MELEV00Z03,NELEV00Z04
MHALL02103_MHALL02003,MHALL02103,MHALL02003
MREST00103_MDEPT00503,MREST00103,MDEPT00503
MREST00103_MDEPT00603,MREST00103,MDEPT00603
MREST00203_MHALL01003,MREST00203,MHALL01003
MREST00203_MDEPT00603,MREST00203,MDEPT00603
MRETL00103_MHALL00403,MRETL00103,MHALL00403
MRETL00203_MHALL00403,MRETL00203,MHALL00403
MRETL00203_MHALL01203,MRETL00203,MHALL01203
MRETL00403_MHALL00403,MRETL00403,MHALL00403
MRETL00403_MHALL00503,MRETL00403,MHALL00503
MRETL00503_MHALL01203,MRETL00503,MHALL01203
MRETL00503_MRETL00203,MRETL00503,MRETL00203
MSERV00203_MHALL00103,MSERV00203,MHALL00103
MSERV00403_MHALL00103,MSERV00403,MHALL00103
MSERV00403_MSERV00203,MSERV00403,MSERV00203
MSERV00503_MHALL00103,MSERV00503,MHALL00103
MSERV00503_MSERV00203,MSERV00503,MSERV00203
MSERV00603_MHALL00103,MSERV00603,MHALL00103
MSERV00703_MHALL00103,MSERV00703,MHALL00103
MSERV00803_MHALL00503,MSERV00803,MHALL00503
MSERV00903_MHALL01703,MSERV00903,MHALL01703
MSERV01003_MHALL01703,MSERV01003,MHALL01703
MSERV01003_MHALL01803,MSERV01003,MHALL01803
MSTAI00103_MHALL00203,MSTAI00103,MHALL00203
MSTAI00103_NSTAI00204,MSTAI00103,NSTAI00204
MSTAI00103_ASTAI00201,MSTAI00103,ASTAI00201
MSTAI00103_MRETL00103,MSTAI00103,MRETL00103
MSTAI00203_MHALL00903,MSTAI00203,MHALL00903
MSTAI00203_NSTAI00304,MSTAI00203,NSTAI00304
MSTAI00203_LSTAI00202,MSTAI00203,LSTAI00202
NDEPT00104_NSERV01304,NDEPT00104,NSERV01304
NHALL00904_NDEPT00204,NHALL00904,NDEPT00204
NHALL01004_NHALL00904,NHALL01004,NHALL00904
NHALL01004_NSERV00304,NHALL01004,NSERV00304
NHALL01104_NDEPT01004,NHALL01104,NDEPT01004
NHALL01104_NHALL01004,NHALL01104,NHALL01004
NHALL01204_NDEPT00904,NHALL01204,NDEPT00904
NHALL01204_NDEPT00304,NHALL01204,NDEPT00304
NHALL01204_NHALL01104,NHALL01204,NHALL01104
NHALL01304_NSERV00204,NHALL01304,NSERV00204
NHALL01304_NHALL01204,NHALL01304,NHALL01204
NHALL01404_NHALL01304,NHALL01404,NHALL01304
NHALL01504_NDEPT00404,NHALL01504,NDEPT00404
NHALL01504_NHALL01404,NHALL01504,NHALL01404
NHALL01604_NDEPT00404,NHALL01604,NDEPT00404
NHALL01604_NDEPT00504,NHALL01604,NDEPT00504
NHALL01604_NHALL01504,NHALL01604,NHALL01504
NHALL01704_NHALL01604,NHALL01704,NHALL01604
NHALL01804_NDEPT00604,NHALL01804,NDEPT00604
NHALL01804_NHALL01704,NHALL01804,NHALL01704
NHALL01904_NELEV00X04,NHALL01904,NELEV00X04
NHALL01904_NSTAI00304,NHALL01904,NSTAI00304
NHALL01904_NHALL01404,NHALL01904,NHALL01404
NHALL01904_NHALL01804,NHALL01904,NHALL01804
NHALL02004_NDEPT00604,NHALL02004,NDEPT00604
NHALL02004_NHALL01804,NHALL02004,NHALL01804
NHALL02104_NDEPT00704,NHALL02104,NDEPT00704
NHALL02104_NHALL02004,NHALL02104,NHALL02004
NHALL02204_NDEPT00704,NHALL02204,NDEPT00704
NHALL02204_NDEPT00804,NHALL02204,NDEPT00804
NHALL02204_NHALL02104,NHALL02204,NHALL02104
NHALL02304_NDEPT01204,NHALL02304,NDEPT01204
IHALL03404_NHALL03504,IHALL03404,NHALL03504
IHALL03404_NDEPT02204,IHALL03404,NDEPT02204
IHALL03404_NHALL00104,IHALL03404,NHALL00104
NCONF00304_NHALL00504,NCONF00304,NHALL00504
