nodeID,xcoord,ycoord,floor,building,nodeType,longName,shortName,teamAssigned
ESERV01204,1350,533,4,Faulkner,SERV,Suites,Suites,E
EHALL00104,1084,1219,4,Faulkner,HALL,Hallway W 1,HW1,E
EHALL00204,987,1219,4,Faulkner,HALL,Hallway W 2,HW2,E
EHALL00304,860,1219,4,Faulkner,HALL,Hallway W 3,HW3,E
EHALL00404,538,1219,4,Faulkner,HALL,Hallway W 4,HW4,E
EHALL00504,385,1219,4,Faulkner,HALL,Hallway W 5,HW5,E
EHALL00604,356,1219,4,Faulkner,HALL,Hallway W 6,HW6,E
EHALL00704,267,1219,4,Faulkner,HALL,Hallway W 7,HW7,E
EHALL00804,1440,1219,4,Faulkner,HALL,Hallway E 1,HE1,E
EHALL00904,1467,1219,4,Faulkner,HALL,Hallway E 2,HE2,E
EHALL01004,1580,1219,4,Faulkner,HALL,Hallway E 3,HE3,E
EHALL01104,1691,1219,4,Faulkner,HALL,Hallway E 4,HE4,E
EHALL01204,1861,1219,4,Faulkner,HALL,Hallway E 5,HE5,E
EHALL01304,1919,1219,4,Faulkner,HALL,Hallway E 6,HE6,E
EHALL01404,1967,1219,4,Faulkner,HALL,Hallway E 7,HE7,E
EHALL01504,2021,1219,4,Faulkner,HALL,Hallway E 8,HE8,E
EHALL01604,2112,1219,4,Faulkner,HALL,Hallway E 9,HE9,E
EHALL01704,2212,1219,4,Faulkner,HALL,Hallway E 10,HE10,E
EHALL01804,1250,1219,4,Faulkner,HALL,Hallway N 1,HN1,E
EHALL01904,1250,1158,4,Faulkner,HALL,Hallway N 2,HN2,E
EHALL02004,1250,980,4,Faulkner,HALL,Hallway N 3,HN3,E
EHALL02104,1250,910,4,Faulkner,HALL,Hallway N 4,HN4,E
EHALL02204,1250,848,4,Faulkner,HALL,Hallway N 5,HN5,E
EHALL02304,1250,705,4,Faulkner,HALL,Hallway N 6,HN6,E
EHALL02404,1250,642,4,Faulkner,HALL,Hallway N 7,HN7,E
EHALL02504,1250,530,4,Faulkner,HALL,Hallway N 8,HN8,E
EHALL02604,1250,410,4,Faulkner,HALL,Hallway N 9,HN9,E
EHALL02704,1250,480,4,Faulkner,HALL,Hallway O 1,HO1,E
EHALL02804,1145,480,4,Faulkner,HALL,Hallway O 2,HO2,E
EHALL02904,1145,442,4,Faulkner,HALL,Hallway O 3,HO3,E
EHALL03004,1145,316,4,Faulkner,HALL,Hallway O 4,HO4,E
EHALL03104,1250,285,4,Faulkner,HALL,Hallway O 5,HO5,E
EHALL03204,1356,310,4,Faulkner,HALL,Hallway O 6,HO6,E
EHALL03304,1356,339,4,Faulkner,HALL,Hallway O 7,HO7,E
EHALL03404,1356,440,4,Faulkner,HALL,Hallway O 8,HO8,E
EHALL03504,1356,480,4,Faulkner,HALL,Hallway O 9,HO9,E
