nodeID,xcoord,ycoord,floor,building,nodeType,longName,shortName,teamAssigned
EHALL01701,2989,988,4,45 Francis,HALL,Hallway Node 15 Floor 1,HallE15,Z
EHALL01801,2925,910,4,45 Francis,HALL,Hallway Node 16 Floor 1,HallE16,Z
EHALL01901,2962,906,4,45 Francis,HALL,Hallway Node 17 Floor 1,HallE17,Z
EHALL02001,2950,745,4,45 Francis,HALL,Hallway Node 18 Floor 1,HallE18,Z
EHALL02101,3204,889,4,45 Francis,HALL,Hallway Node 19 Floor 1,HallE19,Z
EHALL02201,3276,875,4,45 Francis,HALL,Hallway Node 20 Floor 1,HallE20,Z
EHALL02301,3105,896,4,45 Francis,HALL,Hallway Node 21 Floor 1,HallE21,Z
EHALL02401,2770,1010,4,45 Francis,HALL,Hallway Node 22 Floor 1,HallE22,Z
EHALL02501,2924,988,4,45 Francis,HALL,Hallway Node 23 Floor 1,HallE23,Z
EHALL02601,3058,988,4,45 Francis,HALL,Hallway Node 24 Floor 1,HallE24,Z
EHALL02701,3081,1005,4,45 Francis,HALL,Hallway Node 25 Floor 1,HallE25,Z
EHALL02801,2925,1050,4,45 Francis,HALL,Hallway Node 26 Floor 1,HallE26,Z
EHALL02901,2770,1077,4,45 Francis,HALL,Hallway Node 27 Floor 1,HallE27,Z
EHALL03001,2790,1077,4,45 Francis,HALL,Hallway Node 28 Floor 1,HallE28,Z
EHALL03101,2790,1460,4,45 Francis,HALL,Hallway Node 29 Floor 1,HallE29,Z
EHALL03201,2790,1381,4,45 Francis,HALL,Hallway Node 30 Floor 1,HallE30,Z
EHALL03301,2610,1381,4,45 Francis,HALL,Hallway Node 31 Floor 1,HallE31,Z
EHALL03401,2925,1460,4,45 Francis,HALL,Hallway Node 32 Floor 1,HallE32,Z
EINFO00101,2460,860,4,45 Francis,INFO,Connors Center Security Desk,Security 1,Z
ELABS00101,3047,731,4,45 Francis,LABS,Asthma Research Lab,Asthma 1,Z
ELABS00201,2771,1292,4,45 Francis,LABS,Ambulatory X-Ray,X-Ray 1,Z
EREST00101,2918,738,4,45 Francis,REST,Restroom,Restroom G1,Z
EREST00201,2989,964,4,45 Francis,REST,Restroom,Restroom F1,Z
EREST00301,2757,1200,4,45 Francis,REST,Restroom,Restroom H1,Z
ESTAI00101,2187,933,4,45 Francis,STAI,Staircase K1 Floor 1,Stair K1,Z
ESTAI00201,2300,834,4,45 Francis,STAI,Staircase J1 Floor 1,Stair J1,Z
ESTAI00301,2815,1152,4,45 Francis,STAI,Staircase H1 Floor 1,Stair H1,Z
ESTAI00401,2610,1340,4,45 Francis,STAI,Staircase H2 Floor 1,Stair H2,Z
FDEPT00101,1617,825,4,Tower,DEPT,Center for International Medicine,CIM,Z
FDEPT00201,1610,1120,4,Tower,DEPT,Bretholtz Center for Patients and Families,Bretholtz WR,Z
FDEPT00301,1721,931,4,Tower,DEPT,Multifaith Chapel,Chapel,Z
FDEPT00401,1798,1149,4,Tower,DEPT,Sharf Admitting Center,Sharf Center,Z
FDEPT00501,2126,1292,4,Tower,DEPT,Emergency Department,Emergency,Z
FDEPT00601,1780,1029,4,Tower,DEPT,International Patient Center,IPC,Z
FEXIT00101,2017,799,4,Tower,EXIT,Shattuck Street Lobby Exit,Shattuck St. Exit,Z
FEXIT00201,1750,1323,4,Tower,EXIT,75 Francis Valet Drop-off,75 Francis Exit,Z
FEXIT00301,2102,1361,4,Tower,EXIT,Emergency Department Entrance,Emergency Entrance,Z
FHALL00101,2055,910,4,Tower,HALL,Lower Pike Hallway Exit Lobby,Hallway F00101,Z
FHALL00201,1989,858,4,Tower,HALL,Lobby Shattuck Street,Hallway F00201,Z
FHALL00301,2026,910,4,Tower,HALL,Shattuck Street Lobby 1,Hallway F00301,Z
FHALL00401,1969,885,4,Tower,HALL,Shattuck Street Lobby 2,Hallway F00401,Z
FHALL00501,1950,910,4,Tower,HALL,Shattuck Street Lobby 3,Hallway F00501,Z
FHALL00601,1869,930,4,Tower,HALL,Tower Lobby Entrance 1,Tower Entrance,Z
FHALL00701,1758,930,4,Tower,HALL,Tower Elevator Entrance,Hallway F00701,Z
FHALL00801,1757,851,4,Tower,HALL,Tower Hallway 1,Hallway F00801,Z
FHALL00901,1627,851,4,Tower,HALL,Tower Hallway 2,Hallway F00901,Z
FHALL01001,1627,802,4,Tower,HALL,Tower Hallway 3,Hallway F01001,Z
FHALL01101,1627,930,4,Tower,HALL,Tower Hallway 4,Hallway F01101,Z
FHALL01201,1548,930,4,Tower,HALL,Tower Staff Entrance,Hallway F01201,Z
FHALL01301,1627,825,4,Tower,HALL,Tower Hallway 5,Hallway F01301,Z
FHALL01401,1627,1029,4,Tower,HALL,Tower Hallway 6,Hallway F01401,Z
FHALL01501,1627,1060,4,Tower,HALL,Tower Hallway 7,Hallway F01501,Z
FHALL01601,1758,1060,4,Tower,HALL,Tower Hallway 8,Hallway F01601,Z
FHALL01701,1721,956,4,Tower,HALL,Tower Hallway 9,Hallway F01701,Z
FHALL01801,1758,956,4,Tower,HALL,Tower Hallway 10,Hallway F01801,Z
FHALL01901,1758,1120,4,Tower,HALL,Tower Hallway 11,Hallway F01901,Z
FHALL02001,1700,1120,4,Tower,HALL,Tower Hallway 12,Hallway F02001,Z
FHALL02101,1769,1146,4,Tower,HALL,Tower Hallway Entrance,Tower Entrance 2,Z
FHALL02301,1845,1280,4,Tower,HALL,Lobby Hallway 1,Hallway F02301,Z
FHALL02401,1955,1269,4,Tower,HALL,Lobby Hallway 2,Hallway F02401,Z
FHALL02501,1965,1241,4,Tower,HALL,Lobby Hallway 3,Hallway F02501,Z
FHALL02601,2026,1241,4,Tower,HALL,Lobby Hallway 4,Hallway F02601,Z
FHALL02801,1686,1323,4,Tower,HALL,Lobby Entrance Hallway,HallwayF02801,Z
FHALL03001,1686,1248,4,Tower,HALL,Lobby Hallway 5,Hallway F02701,Z
FHALL03101,2026,976,4,Tower,HALL,Lobby Hallway 6,Hallway F02801,Z
FHALL03201,1758,1029,4,Tower,HALL,Tower Hallway 13,Hallway F03201,Z
FHALL03301,2064,1262,4,Tower,HALL,Emergency Hallway,Hallway F03301,Z
FINFO00101,1686,1217,4,Tower,INFO,75 Lobby Information Desk,Lobby Info Desk,Z
FLABS00101,1846,1248,4,Tower,LABS,Obstetrics Admitting,Obs Admitting,Z
FREST00101,2091,976,4,Tower,REST,Restroom,Bathroom Lobby,Z
FRETL00101,1973,844,4,Tower,RETL,Lobby Vending Machine,VM Lobby,Z
FRETL00201,1610,1248,4,Tower,RETL,Au Bon Pain,ABP,Z
FSERV00101,1950,871,4,Tower,SERV,Shattuck Street Lobby ATM,Lobby ATM,Z
FSERV00201,1605,1029,4,Tower,SERV,Tower Medical Cashier,Tower Cashier,Z
FSERV00301,1700,1158,4,Tower,SERV,Kessler Library,Kessler Library,Z
FSERV00401,1721,970,4,Tower,DEPT,Spiritual Care Office,SCO,Z
FSERV00501,1597,1323,4,Tower,SERV,75 Lobby Valet Cashier,Valet Cashier,Z
FSTAI00101,2034,889,4,Tower,STAI,Lobby Shattuck Street Stairs,Stairway F00101,Z
FSTAI00201,1665,800,4,Tower,STAI,Tower Stairway 1,Tower Stairs 1,Z
FSTAI00301,1941,1241,4,Tower,STAI,Lobby Escalator,Lobby Escalator,Z
GCONF02001,1494,2124,4,Shapiro,CONF,Shapiro Board Room,Shapiro Board Room,Z
GDEPT00403,1559,2151,6,Shapiro,DEPT,Brigham Circle Medical Associates,Brigham Circle Medical Associates,Z
GDEPT00702,1344,1788,5,Shapiro,DEPT,Waiting room,Waiting Area Shapiro Floor 2,Z
GDEPT01403,1559,1908,6,Shapiro,DEPT,Watkins Clinic C,Watkins Clinic C,Z
GDEPT01901,1566,2139,4,Shapiro,DEPT,Zinner Breakout Room,Zinner Breakout Room,Z
GDEPT02402,1559,1939,5,Shapiro,DEPT,Watkins A,Watkins A,Z
GDEPT03502,1559,2172,5,Shapiro,DEPT,Watkins B,Watkins B,Z
GELEV00N01,1648,1936,4,Shapiro,ELEV,Elevator N,Hall,Z
GELEV00N02,1631,1939,5,Shapiro,ELEV,Elevator N,Elevator N Floor 1,Z
GELEV00N03,1631,1908,6,Shapiro,ELEV,Elevator N,Elevator N Floor 3,Z
GELEV00Q01,1651,2134,4,Shapiro,ELEV,Elevator Q,Elevator Q Floor 1,Z
GELEV00Q02,1627,2124,5,Shapiro,ELEV,Elevator Q,Elevator Q Floor 2,Z
GELEV00Q03,1628,2110,6,Shapiro,ELEV,Elevator Q,Elevator Q Floor 3,Z
GELEV00QL1,1624,2120,2,Shapiro,ELEV,Elevator Q,Elevator Q L1,Z
GELEV00QL2,1624,2124,1,Shapiro,ELEV,Elevator Q,Elevator Q L2,Z
GEXIT00101,1730,1819,4,Shapiro,EXIT,Francis Street Exit,Francis Street Exit Floor 1,Z
GEXIT001L1,1703,2284,2,Shapiro,EXIT,Fenwood Road,Fenwood Road EntranceExit L1,Z
GHALL00103,1580,2151,6,Shapiro,HALL,Hallway Node 1 Floor 3,Hall,Z
GHALL001L2,1730,1584,1,Shapiro,HALL,Hallway MapNode 1 Floor L2,Hall,Z
GHALL00201,1750,2018,4,Shapiro,HALL,Hallway MapNode 2 Floor 1,Hall,Z
GHALL002L1,1703,2226,2,Shapiro,HALL,Hallway MapNode 2 Floor L1,Hall,Z
GHALL00301,1750,1853,4,Shapiro,HALL,Hallway MapNode 3 Floor 1,Hall,Z
GHALL003L1,1686,2059,2,Shapiro,HALL,Hallway MapNode 3 Floor L1,Hall,Z
GHALL004L1,1686,2158,2,Shapiro,HALL,Hallway MapNode 4 Floor L1,Hall,Z
GHALL00502,1286,1820,5,Shapiro,HALL,Hall Node 5 Floor 2,Hall,Z
GHALL005L1,1723,2059,2,Shapiro,HALL,Hallway MapNode 5 Floor L1,Hall,Z
GHALL005L2,1730,2097,1,Shapiro,HALL,Hallway MapNode 5 Floor L2,Hall,Z
GHALL00601,1707,2018,4,Shapiro,HALL,Hallway MapNode 6 Floor 1,Hall,Z
GHALL00603,1685,2151,6,Shapiro,HALL,Hallway Node 6 Floor 3,Hall,Z
GHALL006L1,1624,2059,2,Shapiro,HALL,Hallway MapNode 6 Floor L1,Hall,Z
GHALL00701,1707,2094,4,Shapiro,HALL,Hallway MapNode 7 Floor 1,Hall,Z
GHALL007L2,1624,2097,1,Shapiro,HALL,Hallway MapNode 7 Floor L2,Hall,Z
GHALL00801,1566,2124,4,Shapiro,HALL,Hallway MapNode 8 Floor 1,Hall,Z
GHALL00803,1685,2110,6,Shapiro,HALL,Hallway Node 8 Floor 3,Hall,Z
GHALL009L2,1578,2031,1,Shapiro,HALL,Hallway MapNode 9 Floor L2,Hall,Z
GHALL01002,1578,2172,5,Shapiro,HALL,Hall Node 10 Floor 2,Hall,Z
GHALL01003,1580,2070,6,Shapiro,HALL,Hallway Node 10 Floor 3,Hall,Z
GHALL010L2,1550,2031,1,Shapiro,HALL,Hallway MapNode 10 Floor L2,Hall,Z
GHALL01102,1344,1820,5,Shapiro,HALL,Hall Node 11 Floor 2,Hall,Z
GHALL01103,1628,2070,6,Shapiro,HALL,Hallway Node 11 Floor 3,Hall,Z
GHALL011L2,1550,1966,1,Shapiro,HALL,Hallway MapNode 11 Floor L2,Hall,Z
GHALL01202,1491,2096,5,Shapiro,HALL,Hall 1,Hall,Z
GHALL012L2,1511,1966,1,Shapiro,HALL,Hallway MapNode 12 Floor L2,Hall,Z
GHALL01303,1580,1908,6,Shapiro,HALL,Hallway Node 13 Floor 3,Hall,Z
GHALL013L2,1511,1909,1,Shapiro,HALL,Hallway MapNode 13 Floor L2,Hall,Z
GHALL01402,1686,1939,5,Shapiro,HALL,Hall Node 14 Floor 2,Hall,Z
GHALL01602,1502,1820,5,Shapiro,HALL,Hall Node 16 Floor 2,Hall,Z
GHALL016L2,1511,1700,1,Shapiro,HALL,Hallway MapNode 16 Floor L2,Hall,Z
GHALL01701,1620,2124,4,Shapiro,HALL,Hallway MapNode 17 Floor 1,Hall,Z
GHALL01702,1578,1820,5,Shapiro,HALL,Hall Node 17 (Exit?) Floor 2,Hall,Z
GHALL017L2,1511,1525,1,Shapiro,HALL,Hallway MapNode 17 Floor L2,Hall,Z
GHALL01802,1631,1820,5,Shapiro,HALL,Hall Node 18 Floor 2,Hall,Z
GHALL02101,1600,1826,4,Shapiro,HALL,Hallway MapNode 21 Floor 1,Hall,Z
GHALL02201,1600,1901,4,Shapiro,HALL,Hallway MapNode 22 Floor 1,Hall,Z
GHALL02202,1726,1819,5,Shapiro,HALL,Hall 8,Hall,Z
GHALL02401,1600,1936,4,Shapiro,HALL,Hallway MapNode 24 Floor 1,Hall,Z
GHALL02702,1726,1939,5,Shapiro,HALL,Hall 7,Hall,Z
GHALL02902,1726,2024,5,Shapiro,HALL,Hall Node 6,Hall,Z
GHALL03002,1576,2096,5,Shapiro,HALL,Hall 2,Hall,Z
GHALL03202,1682,2096,5,Shapiro,HALL,Hall 4,Hall,Z
GHALL03402,1720,2096,5,Shapiro,HALL,Hall 5,Hall,Z
GHALL03602,1578,2211,5,Shapiro,HALL,Hall Node 36 Floor 2,Hall,Z
GHALL03702,1692,2209,5,Shapiro,HALL,Hall Node 37 Floor 2,Hall,Z
GINFO01902,1631,1836,5,Shapiro,INFO,Shapiro Information Center,Information Center Shapiro Floor 2,Z
GLABS003L2,1733,2117,1,Shapiro,LABS,Cardiovascular Imaging Center,Cardiovascular Imaging Center,Z
GLABS014L2,1525,1847,1,Shapiro,LABS,Cardiac Stress Test Lab,Cardiac Stress Test Lab,Z
GLABS015L2,1529,1816,1,Shapiro,LABS,CVRR,CVRR,Z
GREST01201,1672,2018,4,Shapiro,REST,Restroom,Restroom Shapiro Floor 1,Z
GREST01203,1628,2052,6,Shapiro,REST,Restroom,Restroom Shapiro Floor 3,Z
GREST03102,1627,2076,5,Shapiro,REST,Restroom,Handicap Accessible Restrooms Shapiro Floor 2,Z
GSERV01603,1580,1858,6,Shapiro,SERV,The Porch,The Porch,Z
GSERV02301,1583,1901,4,Shapiro,SERV,ATM,ATM Floor 1,Z
GSTAI00501,1707,1992,4,Shapiro,STAI,Stairway MapNode 5 Floor 1,Northbound Stairs Floor 2,Z
GSTAI008L1,1723,2107,2,Shapiro,STAI,Stairs MapNode 8 Floor L1,L1 Stairs,Z
GSTAI00903,1685,2052,6,Shapiro,STAI,Staircase Node 9 Floor 3,Floor 3 Stairs,Z
GSTAI01301,1750,2042,4,Shapiro,STAI,Southbound Escalator Floor 1,Southbound Escalator Floor 1,Z
GSTAI02602,1686,1912,5,Shapiro,STAI,Stairs Node 26 Floor 2,Floor 2 Stairs Upper,Z
GSTAI02802,1686,2024,5,Shapiro,STAI,Stairs Node 28 Floor 2,Floor 2 Stairs Lower,Z
HBATH00102,1600,1005,5,Tower,REST,Restroom,Bathroom 0102,Z
HBATH00103,1788,841,6,Tower,REST,Restroom,Bathroom 0103,Z
HBATH00203,1761,991,6,Tower,REST,Restroom,Bathroom 0203,Z
HDEPT00102,2058,1334,5,Tower,DEPT,Endoscopy,Endoscopy,Z
HDEPT00103,1696,923,6,Tower,DEPT,Dialysis Waiting Room,Dialysis WR,Z
HDEPT00203,1689,838,6,Tower,DEPT,MICU 3BC Waiting Room,MICU 3BC WR,Z
HHALL00102,1880,926,5,Tower,HALL,Hallway Connector 1,Hallway H00102,Z
HHALL00202,1959,909,5,Tower,HALL,Hallway Connector 2,Hallway H00202,Z
HHALL00203,1235,985,6,Tower,HALL,Hallway Connector 2,Hallway H00203,Z
HHALL00302,2061,903,5,Tower,HALL,Hallway Connector 3,Hallway H00302,Z
HHALL00303,1325,985,6,Tower,HALL,Hallway Connector 3,Hallway H00303,Z
HHALL00402,1866,974,5,Tower,HALL,Hallway Connector 4,Hallway H00402,Z
HHALL00403,1325,1290,6,Tower,HALL,Hallway Connector 4,Hallway H00403,Z
HHALL00502,1829,1029,5,Tower,HALL,Hallway Connector 5,Hallway H00502,Z
HHALL00503,1682,1290,6,Tower,HALL,Hallway Connector 5,Hallway H00502,Z
HHALL00602,1791,1084,5,Tower,HALL,Hallway Connector 6,Hallway H00602,Z
HHALL00603,1735,930,6,Tower,HALL,Hallway Connector 6,Hallway H00603,Z
HHALL00702,1740,1169,5,Tower,HALL,Hallway Connector 7,Hallway H00702,Z
HHALL00802,1740,1234,5,Tower,HALL,Hallway Connector 8,Hallway H00802,Z
HHALL00803,1735,865,6,Tower,HALL,Hallway Connector 8,Hallway H00803,Z
HHALL00902,1740,1286,5,Tower,HALL,Hall 11,Hallway H00902,Z
HHALL00903,1735,824,6,Tower,HALL,Hallway Connector 9,Hallway H00903,Z
HHALL01002,2058,1286,5,Tower,HALL,Hallway Connector 10,Hallway H01002,Z
HHALL01003,1785,824,6,Tower,HALL,Hallway Connector 10,Hallway H01003,Z
HHALL01103,1689,824,6,Tower,HALL,Hallway Connector 11,Hallway H01103,Z
HHALL01203,1600,824,6,Tower,HALL,Hallway Connector 12,Hallway H01203,Z
HHALL01303,1600,1036,6,Tower,HALL,Hallway Connector 13,Hallway H01303,Z
HHALL01403,1737,1036,6,Tower,HALL,Hallway Connector 14,Hallway H01403,Z
HHALL01503,1735,991,6,Tower,HALL,Hallway Connector 15,Hallway H01503,Z
HLABS00103,1235,865,6,Tower,LABS,Reproductive Endocrine Labs,Reproductive Endocrine Labs,Z
HRETL00102,1935,860,5,Tower,RETL,Garden Cafe,Garden Cafe,Z
HRETL00202,1597,1032,5,Tower,RETL,Vending Machine,Vending Machine,Z
HRETL00302,1832,1084,5,Tower,RETL,Gift Shop Tower,Gift Shop,Z
HSERV00103,1761,865,6,Tower,SERV,Nursing Room,Nursing Room,Z
HSTAI00102,2060,880,5,Tower,STAI,Stairwell 1,Stairwell 0102,Z
HSTAI00103,1682,1272,6,Tower,STAI,Stairwell 1,Stairwell,Z
HSTAI00202,1696,1169,5,Tower,STAI,Stairwell 2 Tower,Stairwell 0202,Z
HSTAI00302,1791,1234,5,Tower,STAI,Escalator 1,Escalator 1,Z
ICONF00101,2570,673,1,45 Francis,CONF,Radiaion Oncology,Radiation Oncology Conference Room,I
ICONF00205,1491,2076,5,Shapiro,CONF,Reflection Rooms,Reflection Rooms,I
ICONF00206,1769,739,6,Tower,CONF,Reflection,Tower Reflection Room,I
ICONF00402,2572,869,2,45 Francis,CONF,Helen Conf,Helen Hogan Conference Room,I
IDEPT00101,1623,2650,1,Shapiro,DEPT,MRI/CT Entrance 2,MRI/CT Scan Imaging,I
IDEPT00103,2323,1316,6,45 Francis,DEPT,Center for Infertility and Reproductive Surgery,D1,Z
IDEPT00203,2448,1328,6,45 Francis,DEPT,Gynecology Oncology MIGS,D2,Z
IDEPT00303,2730,1315,6,45 Francis,DEPT,General Surgical Specialties Suite A,D3,Z
IDEPT00403,2747,1231,6,45 Francis,DEPT,General Surgical Specialties Suite B,D4,Z
IDEPT00503,2868,1074,6,45 Francis,DEPT,Urology,D5,Z
IDEPT00603,2333,766,6,45 Francis,DEPT,Maternal Fetal Practice,D6,Z
IDEPT00703,2400,766,6,45 Francis,DEPT,Obstetrics,D7,Z
IDEPT00803,2492,887,6,45 Francis,DEPT,Fetal Med & Genetics,D8,Z
IDEPT00903,2631,855,6,45 Francis,DEPT,Gynecology,D9,Z
IDEPT01006,1814,1036,6,Tower,DEPT,Dialysis,Dialysis,I
IEXIT00106,1323,643,6,Tower,EXIT,Bridge,Bridge to Dana-Farber,I
IEXIT00205,2331,581,5,45 Francis,EXIT,Bridge,Bridge to Children's,I
IHALL00103,2266,1290,6,45 Francis,HALL,Hallway Node 1,H1,Z
IHALL00203,2323,1290,6,45 Francis,HALL,Hallway Node 2,H2,Z
IHALL00303,2448,1290,6,45 Francis,HALL,Hallway Node 3,H3,Z
IHALL00403,2570,1290,6,45 Francis,HALL,Hallway Node 4,H4,Z
IHALL00503,2730,1290,6,45 Francis,HALL,Hallway Node 5,H5,Z
IHALL00601,1679,2097,1,Shapiro,HALL,Hall,Hall,I
IHALL00603,2772,1290,6,45 Francis,HALL,Hallway Node 6,H6,Z
IHALL00703,2772,1231,6,45 Francis,HALL,Hallway Node 7,H7,Z
IHALL00803,2772,1152,6,45 Francis,HALL,Hallway Node 8,H8,Z
IHALL00903,2686,1074,6,45 Francis,HALL,Hallway Node 9,H9,Z
IHALL01003,2772,1074,6,45 Francis,HALL,Hallway Node 10,H10,Z
IHALL01203,2221,1039,6,45 Francis,HALL,Hallway Node 12,H12,Z
IHALL01303,2323,1039,6,45 Francis,HALL,Hallway Node 13,H13,Z
IHALL01401,1577,2097,1,Shapiro,HALL,Hall,Hall,I
IHALL01403,2323,995,6,45 Francis,HALL,Hallway Node 14,H14,Z
IHALL01501,1511,1829,1,Shapiro,HALL,Hall,Halll,I
IHALL01503,2221,988,6,45 Francis,HALL,Hallway Node 15,H15,Z
IHALL01505,2245,964,5,45 Francis,HALL,Hall,Hall,I
IHALL01602,1728,1702,2,Shapiro,HALL,Hall L1,Hallway L1,I
IHALL01603,1366,317,3,Faulkner,HALL,Hall,Hall,I
IHALL01606,2365,893,6,45 Francis,HALL,Hall,Hall,I
IHALL01702,1754,1525,2,45 Francis,HALL,Hall L1,Hallway L1,I
IHALL01703,2323,855,6,45 Francis,HALL,Hallway Node 17,H17,Z
IHALL01801,1822,1286,1,45 Francis,HALL,Hall L2,Hall L2,I
IHALL01802,1819,1286,2,45 Francis,HALL,Hall L1,Hallway L1,I
IHALL01803,2365,855,6,45 Francis,HALL,Hallway Node 18,H18,Z
IHALL01901,1917,1286,1,45 Francis,HALL,Hall,Hall,I
IHALL01902,1969,1286,2,45 Francis,HALL,Hall L1,Hallway L1,I
IHALL01903,2492,855,6,45 Francis,HALL,Hallway Node 19,H19,Z
IHALL02001,2023,1286,1,45 Francis,HALL,Hall,Hall,I
IHALL02002,2069,1286,2,45 Francis,HALL,Hall L1,Hallway L1,I
IHALL02003,2597,855,6,45 Francis,HALL,Hallway Node 20,H20,Z
IHALL02101,2225,1286,1,45 Francis,HALL,Hall L2,Hallway Intersection L2,I
IHALL02103,1256,256,3,Faulkner,HALL,Hall,Hall,I
IHALL02106,1781,766,6,Tower,HALL,HallF3,Hallway Floor 3,I
IHALL02201,1737,993,1,45 Francis,HALL,Hall,Hall L2,I
IHALL02202,1734,1022,2,45 Francis,HALL,Hall L1,Hallway L1,I
IHALL02203,2365,766,6,45 Francis,HALL,Hallway Node 22,H22,Z
IHALL02301,1734,854,1,45 Francis,HALL,HallL2,Hallway Intersection L2,I
IHALL02302,1846,846,2,45 Francis,HALL,Hall L1,Hallway L1,I
IHALL02303,1254,920,3,Faulkner,HALL,Hall,Hall,I
IHALL02306,2144,1039,6,45 Francis,HALL,Hall,Hall,I
IHALL02401,2218,985,1,45 Francis,HALL,Hall L2,Hallway L2,I
IHALL02402,1983,846,2,45 Francis,HALL,Hall L1,Hallway L1,I
IHALL02403,1208,490,3,Faulkner,HALL,Hall,Hall,I
IHALL02406,2323,893,6,45 Francis,HALL,Hall,Hall,I
IHALL02501,2296,882,1,45 Francis,HALL,Hall L2,Hallway L2,I
IHALL02502,2133,1525,2,45 Francis,HALL,Hall L1,Hallway L1,I
IHALL02503,1256,284,3,Faulkner,HALL,Hall,Hall,I
IHALL02601,2322,854,1,45 Francis,HALL,Hall L2,Hallway L2,I
IHALL02602,2308,1286,2,45 Francis,HALL,Hall L1,Hallway L1,I
IHALL02701,2436,854,1,45 Francis,HALL,Hallway L2,Hallway L2,I
IHALL02702,2445,1241,2,45 Francis,HALL,Hall L1,Hallway L1,I
IHALL02801,2566,854,1,45 Francis,HALL,Hall L2,Hallway L2,I
IHALL02802,2310,1050,2,45 Francis,HALL,Hall L1,Hallway L1,I
IHALL02805,1250,342,5,Faulkner,HALL,Hall,Hall,I
IHALL02901,2436,701,1,45 Francis,HALL,Hallway L2,Hallway L2,I
IHALL02902,2494,1050,2,45 Francis,HALL,Hall L1,Hallway L1,I
IHALL03001,2566,701,1,45 Francis,HALL,Hall L2,Hallway L2,I
IHALL03002,2546,1039,2,45 Francis,HALL,Hall L1,Hallway L1,I
IHALL03101,1507,854,1,45 Francis,HALL,Hallway L2,Hallway L2,I
IHALL03102,2668,1039,2,45 Francis,HALL,Hall L1,Hallway L1,I
IHALL03201,1622,2626,1,Shapiro,HALL,Hall L2,Hallway L2,I
IHALL03202,2771,1074,2,45 Francis,HALL,Hall L1,Hallway L1,I
IHALL03301,1659,2626,1,Shapiro,HALL,Hall L2,Hallway L2,I
IHALL03302,2770,1286,2,45 Francis,HALL,Hall L1,Hallway L1,I
IHALL03401,1658,2514,1,Shapiro,HALL,Hall L2,Hallway L2,I
IHALL03402,2187,909,2,45 Francis,HALL,Hall L1,Hallway L1,I
IHALL03404,382,1219,4,Faulkner,HALL,Hall 35,Hall 35,I
IHALL03502,2300,878,2,45 Francis,HALL,Hall L1,Hallway L1,I
IHALL03504,1812,1282,4,Tower,HALL,Hall,Hall,I
IHALL03601,1617,2435,1,Shapiro,HALL,Hall L2,Hallway L2,I
IHALL03602,2572,849,2,45 Francis,HALL,Hall L1,Hallway L1,I
IHALL03604,2962,875,4,45 Francis,HALL,Hall,Hall,I
